,Accounts Receivable Turnover,Debt/Equity,Accounts Payable Turnover,Average Payables,Capex to Sales,Inventory Turnover,ROIC,Working Capital,Book value per Share,P/E ratio,Average Receivables,Price to Tangible BV,Average Inventory,P/FCF ratio,Average Common Equity,P/S ratio,Average Assets,Capital Expenditures,Average Days of Payables,EV/Sales,P/B ratio,ROE,Free Cash Flow,Average Days of Receivables,Interest Debt per Share,Capex/Depreciation,Net Profit Margin,Earnings Yield,"Selling, General and Administrative Expense of Revenue",Return on Tangible Assets,Intangible Assets out of Total Assets,Interest Coverage,Days of Inventory on Hand,Net Current Asset Value,Free Cash Flow per Share,Net Debt/EBITDA,EV/FCF,EV/EBIT,ROA,Current Ratio,Free Cash Flow Yield,Asset Turnover,Cash ROIC,Graham Net Nets,EV/Operating CF,Operating CF/Net income,Quick Ratio,Graham Number,Depreciation/Fixed assets,Share Based Compensation of Revenue,Shareholders Equity per Share,Cash per Share,Capex per Share,P/Operating CF,Revenue per Share,EV/EBITDA,Operating CF per Share,Debt/Assets,Research and Development Expense of Revenue,year,ticker
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,APP
0,6.3432,1.1303,5.6027,2197500000.0,0.0085,43.893,0.0777,-304000000.0,31.7737,21.0261,2269500000.0,0.0,280500000.0,16.6226,4348500000.0,0.9965,13166000000.0,-123000000.0,66.8218,1.3024,3.2955,0.1575,863000000.0,59.5825,35.9124,-0.3694,0.0476,0.0476,0.066,1.2615,0.5851,0.0,8.5084,-5075000000.0,6.2993,3.0992,21.7257,17.2328,0.052,0.923,0.0602,1.0934,0.0142,-0.3538,19.0155,1.4394,0.7261,59.6678,0.3932,0.0051,31.7737,3.7664,-0.8978,136.6216,105.0803,13.1944,7.1971,0.3764,0.0081,2022,LDOS
1,6.3509,1.1685,5.4323,2158000000.0,0.0076,42.6291,0.0828,390000000.0,30.8085,16.6792,2163000000.0,0.0,275000000.0,13.522,4107500000.0,0.9125,12886000000.0,-104000000.0,66.6608,1.2291,2.8856,0.1833,927000000.0,58.163,36.0,-0.32,0.0548,0.06,0.0626,0.7104,0.5973,0.0,8.5311,-5298000000.0,6.5745,2.9445,18.2135,14.6562,0.0584,1.1208,0.074,1.066,0.0356,-0.4227,16.3762,1.3692,0.9031,60.7841,0.4851,0.0049,30.8085,5.156,-0.7376,59.69,97.4255,11.4312,7.3121,0.3828,0.0079,2021,LDOS
2,6.3534,1.2255,5.2642,2006000000.0,0.0139,60.6897,0.0771,432000000.0,27.2606,23.7291,1935500000.0,0.0,174000000.0,12.8349,3644000000.0,1.2139,10939000000.0,-171000000.0,75.1776,1.557,3.8561,0.1723,1163000000.0,63.4305,33.4085,-0.6064,0.0511,0.0421,0.0626,0.6062,0.6018,0.0,9.5398,-5301000000.0,8.1901,3.2969,16.4635,19.1854,0.0574,1.1486,0.0779,1.1241,0.0799,-0.3551,14.3531,2.1242,0.9154,52.1267,0.4669,0.005,27.2606,3.6901,-1.2042,-287.0585,86.5986,14.9586,9.3944,0.3792,0.0059,2020,LDOS
3,6.1446,0.8739,5.7368,1664000000.0,0.0023,45.4571,0.0994,479000000.0,23.8951,21.097,1805500000.0,0.0,210000000.0,14.476,3364000000.0,1.2618,9068500000.0,-25000000.0,70.2394,1.4707,4.0967,0.1983,967000000.0,57.0498,20.8811,-0.1068,0.0601,0.0474,0.0621,0.8708,0.581,0.0,2.753,-3138000000.0,6.7622,2.0227,16.8731,17.8906,0.0736,1.2053,0.0691,1.2234,0.0997,-0.2242,16.4479,1.4873,1.0296,49.9465,0.8153,0.0047,23.8951,4.6713,-0.1748,82.83,77.5804,14.2376,6.9371,0.3188,0.0044,2019,LDOS
4,5.4984,0.9435,5.5527,1565000000.0,0.0072,0.0,0.0766,780000000.0,21.9272,13.658,1854000000.0,0.0,0.0,11.4543,3347000000.0,0.7809,8880000000.0,-73000000.0,62.6254,1.0553,2.4043,0.1736,695000000.0,67.2067,20.6887,-0.284,0.057,0.0732,0.0715,0.5713,0.6285,0.0,0.0,-2620000000.0,4.6026,2.7803,15.4787,14.3628,0.0654,1.3788,0.0873,1.148,0.0785,-0.3291,14.0074,1.3219,1.0704,43.6391,1.0844,0.0043,21.9272,2.1656,-0.4834,76.5454,67.5099,10.6936,5.0861,0.3562,0.0045,2018,LDOS
5,5.8314,0.9196,5.6999,1533000000.0,0.0072,0.0,0.0572,472000000.0,22.2566,26.4463,1744000000.0,0.0,0.0,21.4746,3265000000.0,0.9565,9061000000.0,-73000000.0,68.4636,1.2241,2.8756,0.1121,453000000.0,65.7144,20.4671,-0.2086,0.036,0.0378,0.0725,0.5199,0.6485,0.0,0.0,-2933000000.0,2.9803,2.9934,27.4812,22.2701,0.0404,1.2144,0.0466,1.1224,0.0427,-0.3015,23.6673,1.4372,1.0086,34.8119,1.5086,0.0042,22.2566,2.5658,-0.4803,59.3171,66.9079,13.6953,3.4605,0.3461,0.0041,2017,LDOS
6,5.4639,1.0445,5.5786,1094000000.0,0.0037,21.6418,0.043,365000000.0,30.8529,20.8811,1289000000.0,0.0,282000000.0,12.2858,2107500000.0,0.7379,6251000000.0,-26000000.0,85.3441,1.1512,1.6514,0.1158,423000000.0,85.8732,32.2255,-0.2131,0.0346,0.0479,0.0599,0.391,0.6801,0.0,20.8127,-3604000000.0,4.1471,5.4007,19.1676,19.4434,0.039,1.1811,0.0814,1.1267,0.0279,-0.6935,18.0577,1.8402,1.0084,41.1561,0.471,0.005,30.8529,3.6863,-0.2549,42.9496,69.049,15.0425,4.402,0.3599,0.0062,2016,LDOS
7,5.1866,1.0103,5.7744,718000000.0,-0.011,16.9571,0.1341,753000000.0,14.6301,16.0285,908500000.0,0.0,244500000.0,9.1064,1033000000.0,0.8716,3325500000.0,52000000.0,66.9959,0.9614,3.8455,0.2343,451000000.0,71.3423,14.7808,1.2683,0.0514,0.0624,0.0427,0.2704,0.3656,0.0,19.0159,-509000000.0,6.1781,1.1717,10.0443,14.1562,0.0728,1.724,0.1098,1.4169,0.0917,-0.1239,11.3533,1.6488,1.5163,33.9914,0.2887,0.0064,14.6301,8.9863,0.7123,195.5705,64.5479,12.5484,5.4658,0.3202,0.0,2015,LDOS
8,5.1193,1.1663,6.3149,695500000.0,0.0057,16.6049,-0.0778,667000000.0,13.4865,74.9286,989000000.0,0.0,264500000.0,9.6328,1296500000.0,0.5306,3721500000.0,-29000000.0,56.0963,0.6559,3.0597,-0.2491,367000000.0,64.5941,15.7297,-0.0529,-0.0638,0.0133,0.0612,-0.3313,0.3792,0.0,22.6878,-665000000.0,4.9595,2.1587,11.9072,0.0,-0.0868,1.7014,0.1038,1.3605,0.0338,-0.2178,10.9726,-1.226,1.408,0.0,1.7792,0.0083,13.4865,5.9865,-0.3919,17.0592,68.4189,15.5333,5.3514,0.3548,0.0,2015,LDOS
9,5.1201,0.8345,6.6649,749000000.0,-0.0021,16.9508,0.0408,798000000.0,19.2169,74.9286,1124000000.0,0.0,294500000.0,30.7142,2106500000.0,0.6018,5018500000.0,12000000.0,52.3518,0.7441,2.3878,0.0764,203000000.0,68.6238,16.0361,0.15,0.028,0.0133,0.0765,0.1258,0.4291,0.0,18.7179,-760000000.0,2.4458,3.7078,37.9803,27.3812,0.0321,1.7909,0.0326,1.1468,-0.0867,-0.1996,53.5177,1.1863,1.4985,0.0,0.166,0.0096,19.2169,5.1807,0.1446,76.1712,69.3373,44.4298,2.3012,0.3198,0.0,2014,LDOS
0,5.5965,0.6518,5.4799,1903500000.0,0.0655,2.8438,-0.0505,2452000000.0,34.1101,0.0,2201000000.0,16.5229,3668000000.0,0.0,11534000000.0,0.9792,25344000000.0,-807000000.0,55.4621,1.3889,1.112,-0.15,-1215000000.0,47.351,22.2327,-0.9596,-0.1404,-0.1424,0.0787,-0.2849,0.4141,0.0,129.3999,-5696000000.0,-3.8208,-11.3671,-14.0813,0.0,-0.0683,1.4512,-0.1007,0.486,-0.202,-0.4722,-41.9332,0.2358,0.6664,0.0,0.2323,0.0258,34.1101,6.3616,-2.5377,-177.3785,38.7358,0.0,-1.283,0.2894,0.1631,2023,WDC
1,7.4266,0.5779,5.6737,2277000000.0,0.0589,3.5619,0.0881,4216000000.0,39.1699,9.3008,2530500000.0,7.1108,3627000000.0,18.0944,11471000000.0,0.7443,26195500000.0,-1107000000.0,62.7781,0.9962,1.1445,0.1308,773000000.0,54.4596,22.6346,-1.1377,0.0798,0.1075,0.0594,0.1902,0.3905,0.0,102.7843,-4585000000.0,2.4776,1.4076,24.2199,7.8302,0.0573,1.805,0.0553,0.7174,-0.0828,-0.3278,9.9585,1.2533,0.9798,65.1765,0.2651,0.0173,39.1699,7.4583,-3.5481,47.4134,60.234,5.5654,6.0256,0.2689,0.1236,2022,WDC
2,7.3003,0.8138,5.295,2342000000.0,0.0593,3.7095,0.0474,4887000000.0,35.1508,26.6554,2318000000.0,101.9101,3343000000.0,24.2535,10136000000.0,1.2828,25897000000.0,-1003000000.0,68.638,1.5992,2.0247,0.081,895000000.0,48.6825,28.6066,-0.8011,0.0485,0.0375,0.0653,0.1017,0.4021,0.0,106.4301,-5654000000.0,2.9344,2.1663,30.2367,22.1818,0.0317,2.0035,0.0412,0.6534,-0.0565,-0.2605,14.2581,2.3118,1.1554,45.9531,0.3927,0.0188,35.1508,11.0492,-3.2885,21.8379,55.482,10.9474,6.223,0.3339,0.1325,2021,WDC
3,9.3419,1.0025,6.0965,2125000000.0,0.0387,4.0784,0.013,4642000000.0,32.0503,0.0,1791500000.0,0.0,3176500000.0,74.3316,9759000000.0,0.7861,26016000000.0,-647000000.0,66.2663,1.1761,1.3775,-0.0256,177000000.0,51.8843,32.1309,-0.4029,-0.0149,-0.0193,0.0689,-0.0334,0.429,0.0,86.4956,-7063000000.0,0.594,3.3627,111.2073,58.7573,-0.0096,2.0536,0.0135,0.6433,-0.0915,-0.5368,23.888,-3.296,1.2317,0.0,0.5627,0.0184,32.0503,10.2282,-2.1711,76.4924,56.1611,10.141,2.7651,0.3731,0.1351,2020,WDC
4,9.7436,1.0557,5.7969,2211000000.0,0.0457,4.1166,0.0032,4660000000.0,34.1336,0.0,1700500000.0,0.0,3113500000.0,18.3516,10749000000.0,0.875,27802500000.0,-757000000.0,54.0509,1.3015,1.4546,-0.0701,790000000.0,26.523,36.0342,-0.4092,-0.0455,-0.0522,0.0795,-0.1005,0.447,0.0,93.4926,-7926000000.0,2.7055,3.6484,27.2972,247.8713,-0.0271,2.2209,0.0545,0.596,-0.0541,-0.5467,13.9398,-2.0517,1.2206,0.0,0.6507,0.0185,34.1336,11.8322,-2.5925,85.7858,56.7432,11.1331,5.2979,0.399,0.1317,2019,WDC
5,9.9624,0.9689,5.3106,2437000000.0,0.0392,4.8976,0.1277,6182000000.0,38.8249,34.531,2072500000.0,0.0,2642500000.0,6.8251,11474500000.0,1.1226,29547500000.0,-809000000.0,71.1837,1.4213,2.01,0.0588,3396000000.0,38.8388,37.6162,-0.3553,0.0327,0.029,0.0713,0.0728,0.4363,0.0,83.0289,-7066000000.0,11.4343,1.0463,8.641,8.113,0.0228,2.3873,0.1465,0.6988,0.0401,-0.3049,6.9786,6.2296,1.6162,44.4325,0.7357,0.0183,38.8249,16.8519,-2.7239,26.8573,69.5185,4.9788,14.1582,0.3821,0.1162,2018,WDC
6,11.2015,1.1518,5.9106,2203000000.0,0.0292,5.826,0.067,6712000000.0,39.6458,65.1471,1704500000.0,0.0,2235000000.0,8.86,11281500000.0,1.3364,31361000000.0,-557000000.0,65.8744,1.6924,2.2348,0.0352,2880000000.0,37.2398,45.6632,-0.2308,0.0208,0.0153,0.0757,0.0407,0.4634,0.0,65.6221,-7386000000.0,10.0,1.5564,11.2201,16.5373,0.0127,2.5451,0.1129,0.6088,0.0131,-0.2895,9.4017,8.6574,1.9111,34.8305,0.7956,0.0206,39.6458,22.0625,-1.934,27.1744,66.2951,7.3995,11.934,0.4404,0.1278,2017,WDC
7,8.6829,1.5248,4.856,1968500000.0,0.0449,5.467,0.0147,5635000000.0,46.6318,36.6357,1496500000.0,0.0,1748500000.0,8.0737,10182000000.0,0.8693,24016000000.0,-584000000.0,78.5061,1.5323,1.0135,0.0238,1399000000.0,41.0393,71.1046,-0.4895,0.0186,0.0273,0.0767,0.0265,0.456,0.0,81.2935,-9133000000.0,5.8536,5.1935,14.2324,42.7278,0.0101,1.8109,0.1239,0.5411,-0.0416,-0.8086,10.0409,8.1942,1.4159,36.7898,0.3406,0.0147,46.6318,35.0544,-2.4435,31.8173,54.3682,12.0019,8.2971,0.5171,0.1252,2016,WDC
8,8.2772,0.2773,5.3744,1926000000.0,0.042,7.9807,0.1552,5275000000.0,39.7371,12.2723,1760500000.0,2.9723,1297000000.0,11.1616,9030500000.0,1.2485,15334500000.0,-612000000.0,66.3284,1.0612,1.9735,0.1622,1630000000.0,38.3736,11.0172,-0.5494,0.1005,0.0815,0.0541,0.1778,0.2042,0.0,48.2388,2562000000.0,7.0259,-1.0018,9.4868,9.5987,0.0955,2.6291,0.0896,0.9503,-0.0424,0.1408,6.8972,1.5304,2.1056,75.5857,0.3757,0.0111,39.7371,22.7845,-2.6379,37.2816,62.8103,5.6747,9.6638,0.1685,0.113,2015,WDC
9,8.0011,0.2757,5.438,1980500000.0,0.0415,8.9229,0.1808,4875000000.0,37.6255,13.4352,1891000000.0,3.7211,1207000000.0,9.9134,8367500000.0,1.4336,14767500000.0,-628000000.0,66.7981,1.2585,2.4531,0.1932,2188000000.0,47.9831,10.3745,-0.5048,0.1069,0.0744,0.0537,0.198,0.1944,0.0,41.5497,2063000000.0,9.3106,-0.8731,8.7022,10.6312,0.1095,2.2679,0.1009,1.0245,-0.0291,0.0951,6.7615,1.7415,1.8406,76.2625,0.3778,0.0103,37.6255,21.6511,-2.6723,30.4642,64.383,6.2736,11.983,0.1573,0.1098,2014,WDC
0,5.6709,0.0235,118.0159,27849500.0,0.0169,0.0,0.2688,2012142000.0,52.4168,45.276,850777000.0,7.9237,,49.6435,2749423500.0,3.9355,3766189000.0,-81629000.0,3.4262,3.5891,6.3228,0.1525,382475000.0,70.5554,1.2339,-0.8847,0.0869,0.0221,0.1809,0.1835,0.1513,0.0,0.0,1753484000.0,6.676,-2.5119,45.2746,30.2224,0.1114,3.6919,0.0201,1.2811,0.0396,0.0923,37.3115,1.1065,3.5777,92.9142,0.3376,0.0207,52.4168,30.4006,-1.4248,102.0449,84.2139,26.0304,8.1008,0.0176,0.0,2022,EPAM
1,5.9184,0.0386,141.7797,17518000.0,0.0297,0.0,0.2959,1506060000.0,44.1655,78.4566,634995000.0,20.2658,,81.9719,2239427500.0,10.0514,3122279500.0,-111501000.0,3.6515,9.6921,15.1351,0.2151,460826000.0,74.6801,1.7029,-1.3369,0.1282,0.0127,0.1726,0.2765,0.1793,0.0,0.0,1242090000.0,8.1546,-2.1582,79.0415,67.1645,0.1543,2.9728,0.0122,1.2037,0.0832,0.0329,63.6426,1.1883,2.9021,92.0137,0.3531,0.0297,44.1655,25.599,-1.9731,132.7228,66.5029,58.2122,10.1277,0.0273,0.0,2021,EPAM
2,5.3255,0.0434,192.2888,9010000.0,0.0259,0.0,0.3451,1446832000.0,35.5845,60.9439,499389000.0,11.6165,,41.9873,1789581500.0,7.5089,2482770000.0,-68793000.0,2.1466,7.0216,10.0704,0.1828,475614000.0,68.7682,1.5439,-1.0941,0.123,0.0164,0.1823,0.2024,0.097,0.0,0.0,1174468000.0,8.5347,-2.9311,39.2622,49.2288,0.1318,4.1051,0.0238,1.0712,0.1086,0.0588,34.3009,1.664,4.0417,68.6136,0.3709,0.0283,35.5845,24.8022,-1.2345,125.2557,47.7233,42.2292,9.7692,0.0316,0.0,2020,EPAM
3,5.097,0.052,194.8541,7637500.0,0.0433,0.0,0.2549,1087263000.0,29.1698,44.5714,450026500.0,8.6324,,61.7034,1429370500.0,5.0611,1928005000.0,-99308000.0,1.9207,4.689,7.2733,0.1826,188145000.0,79.1989,1.5182,-2.1914,0.1138,0.0224,0.1994,0.2084,0.112,0.0,0.0,826148000.0,3.4384,-2.4514,57.1671,35.5149,0.1354,3.8098,0.0162,1.1897,0.0467,0.0712,37.4172,1.1011,3.7066,55.8936,0.2742,0.0314,29.1698,17.1158,-1.8149,93.1813,41.9196,30.8923,5.2533,0.037,0.0,2019,EPAM
4,4.8853,0.0198,182.3507,6509000.0,0.0204,0.0,0.2971,936239000.0,23.5458,25.8951,377238000.0,5.989,,24.4294,1118771500.0,3.3755,1431029000.0,-37574000.0,2.2892,2.971,4.927,0.2147,254644000.0,79.6853,0.4668,-1.0255,0.1304,0.0386,0.2027,0.2313,0.1389,0.0,0.0,849862000.0,4.7488,-2.6399,21.5017,22.2786,0.1679,4.5622,0.0409,1.2878,0.0921,0.1366,18.737,1.2163,4.4626,48.7177,0.357,0.0321,23.5458,14.37,-0.7007,50.5222,34.3679,19.3881,5.4495,0.0155,0.0,2018,EPAM
5,4.7135,0.0257,209.708,4393500.0,0.0205,0.0,0.259,779066000.0,18.7213,76.8794,307723000.0,6.9615,,34.6298,878179500.0,3.892,1088033500.0,-29806000.0,2.2082,3.5076,5.7902,0.0829,163014000.0,88.6145,0.4807,-1.0436,0.0502,0.013,0.2259,0.0841,0.1312,0.0,0.0,684724000.0,3.1302,-2.7669,31.2096,29.4172,0.0669,5.305,0.0289,1.3331,0.0672,0.1213,26.3852,2.6501,5.1652,24.3707,0.3305,0.0361,18.7213,11.187,-0.5723,79.2413,27.852,25.2476,3.7026,0.02,0.0,2017,EPAM
6,4.3472,0.0321,254.6851,2894500.0,0.0253,0.0,0.188,530332000.0,15.5323,32.3147,266866000.0,5.1584,,23.2246,697317500.0,2.7606,852173500.0,-29317000.0,1.5908,2.4701,4.0986,0.1424,137900000.0,82.8415,0.4979,-1.2536,0.0856,0.0309,0.2292,0.1644,0.1734,0.0,0.0,502152000.0,2.7411,-2.1452,20.781,21.4344,0.1165,5.5632,0.0431,1.3614,0.0801,0.1568,17.1376,1.6845,5.3806,26.2387,0.3177,0.0424,15.5323,7.196,-0.5827,57.1385,23.0601,18.2432,3.3238,0.0271,0.0,2016,EPAM
7,4.056,0.0571,157.1049,3608500.0,0.0145,0.0,0.1582,401024000.0,12.5864,45.1839,225379500.0,8.5039,,60.6842,538636500.0,4.1903,686281000.0,-13272000.0,1.6585,3.9774,6.2464,0.1568,63121000.0,107.9774,0.7184,-0.763,0.0924,0.0221,0.2437,0.183,0.2091,0.0,0.0,363622000.0,1.2956,-1.5777,57.6007,34.3108,0.1231,4.1352,0.0165,1.332,0.0181,0.0949,47.5936,0.9045,3.9094,22.1982,0.2875,0.0501,12.5864,4.7132,-0.2724,323.5446,18.7625,29.4727,1.568,0.045,0.0,2015,EPAM
8,4.5788,0.0,122.1322,3738000.0,0.0163,0.0,0.2212,289674000.0,9.8339,32.483,159436500.0,6.2775,,24.2397,420075500.0,3.0866,513451500.0,-11916000.0,3.7105,2.7845,4.8557,0.1658,92958000.0,90.1637,0.0,-0.6816,0.0954,0.0308,0.2242,0.202,0.1769,0.0,0.0,285111000.0,1.9699,-2.1274,21.8673,23.5863,0.1356,3.3098,0.0413,1.4218,0.0727,0.1265,19.3827,1.5059,3.1964,18.0348,0.3171,0.0337,9.8339,4.6734,-0.2525,46.2637,15.4703,19.6086,2.2224,0.0,0.0,2014,EPAM
9,4.4257,0.0,77.8611,4465000.0,0.0241,0.0,0.2327,276304000.0,8.2201,25.8815,125429500.0,4.7005,,35.6323,331190500.0,2.8798,391845500.0,-13360000.0,2.9765,2.5723,4.2506,0.1872,44865000.0,91.092,0.0,-0.8836,0.1117,0.0386,0.2099,0.1881,0.0832,0.0,0.0,274192000.0,0.9806,-1.8632,31.8277,18.6677,0.1582,6.0546,0.0281,1.4167,0.009,0.1715,24.5247,0.9392,5.657,15.8014,0.2836,0.0237,8.2201,3.7307,-0.292,34.4313,12.1326,15.5868,1.2726,0.0,0.0,2013,EPAM
0,2.0265,1.1604,70.7852,39100000.0,0.0373,0.0,0.0561,233600000.0,24.0189,20.4922,2607000000.0,0.0,,14.2147,6162000000.0,2.5222,16993150000.0,-196900000.0,6.528,3.7784,2.1841,0.1055,937400000.0,120.5543,27.8724,-0.2872,0.1231,0.0488,0.1751,1.1259,0.7835,0.0,0.0,-8128100000.0,3.6906,3.6295,21.294,17.4653,0.0383,1.1066,0.0703,0.3109,0.058,-0.61,17.5977,1.7445,0.9989,37.1953,1.9933,0.0236,24.0189,1.7457,-0.7752,36.0423,20.7992,10.9172,4.4657,0.4251,0.0847,2022,SSNC
1,1.8902,0.9559,93.0176,28400000.0,0.026,0.0,0.0669,401100000.0,24.3474,26.2756,2672250000.0,0.0,,16.1471,5969850000.0,4.1485,16628300000.0,-131300000.0,3.9654,5.2138,3.3671,0.134,1297700000.0,250.6873,23.2743,-0.1929,0.1584,0.0381,0.1489,1.0216,0.6837,0.0,0.0,-6857600000.0,5.0771,2.7982,20.2934,21.1984,0.0481,1.1042,0.0619,0.3038,0.0822,-0.3273,18.4288,1.7863,1.0483,41.3423,1.7817,0.0226,24.3474,2.223,-0.5137,43.2846,19.7613,13.6953,5.5908,0.3432,0.0821,2021,SSNC
2,2.1838,1.127,79.2031,32500000.0,0.0223,0.0,0.0516,15200000.0,22.2952,29.8156,2137500000.0,0.0,,17.2618,5416300000.0,3.996,16332350000.0,-104100000.0,3.9845,5.3301,3.263,0.1154,1080600000.0,146.6443,25.1264,-0.1408,0.1339,0.0335,0.1518,1.4607,0.7769,0.0,0.0,-7908600000.0,4.2145,3.6102,23.0245,25.2387,0.0383,1.0067,0.0579,0.2858,0.0624,-0.424,21.0014,1.8949,0.9156,34.9858,1.7905,0.0188,22.2952,0.8393,-0.406,43.4197,18.2055,14.4242,4.6205,0.4046,0.0856,2020,SSNC
3,2.2622,1.3984,66.7101,39150000.0,0.0268,0.0,0.0472,9700000.0,20.2297,35.2874,2048000000.0,0.0,,12.896,4848050000.0,3.3517,16424300000.0,-124200000.0,5.157,4.861,3.0351,0.0904,1204100000.0,189.0509,28.2883,-0.1546,0.0946,0.0283,0.1561,0.921,0.755,0.0,0.0,-8839100000.0,4.7612,4.07,18.7031,24.6286,0.0267,1.0035,0.0775,0.2821,0.0693,-0.5692,16.9543,3.0292,0.9226,28.1424,1.723,0.0156,20.2297,0.6398,-0.4911,27.0854,18.3191,13.1085,5.2523,0.4273,0.0828,2019,SSNC
4,3.5045,1.8026,59.8861,34250000.0,0.0232,0.0,0.0212,126300000.0,19.6989,98.0652,976200000.0,0.0,,18.7053,3633200000.0,3.0657,10823500000.0,-79400000.0,7.3673,5.4284,2.29,0.0284,560700000.0,180.9903,35.5097,-0.1492,0.0302,0.0102,0.1534,0.1519,0.8099,0.0,0.0,-9479400000.0,2.4116,8.4092,33.1211,43.2789,0.0095,1.0657,0.0535,0.3161,0.0067,-0.9038,29.0126,6.2025,0.9728,14.2788,0.9619,0.0283,19.6989,0.7445,-0.3415,33.0125,14.7144,19.3206,2.7531,0.5126,0.093,2018,SSNC
5,6.4395,0.7613,40.6699,21795000.0,0.0274,0.0,0.0532,-84200000.0,13.1108,25.3812,260159500.0,0.0,,19.5374,2472489000.0,4.9669,5623235500.0,-45900000.0,11.1592,6.149,3.0974,0.133,425900000.0,55.7751,9.9815,-0.1853,0.1963,0.0394,0.1421,19.5774,0.9165,0.0,0.0,-2493700000.0,2.0786,3.0724,24.1876,25.9549,0.0585,0.8102,0.0512,0.2979,0.0773,-0.2997,21.8344,1.4345,0.7229,21.7253,2.4525,0.0248,13.1108,0.3158,-0.224,50.9552,8.1762,15.9812,2.3026,0.3692,0.0915,2017,SSNC
6,6.2388,1.1074,56.2801,14223500.0,0.0253,0.0,0.0389,-145513000.0,11.276,44.7597,237448500.0,0.0,,15.1816,2182012000.0,3.9035,5754606500.0,-37500000.0,7.5189,5.5111,2.5603,0.06,380900000.0,65.1252,12.4869,-0.1566,0.0884,0.0223,0.1617,-2.0117,0.9128,0.0,0.0,-3033281000.0,1.9016,4.5103,21.4338,28.2887,0.0228,0.7404,0.0659,0.2574,0.0693,-0.5245,19.5127,3.1939,0.6849,12.7923,2.9778,0.0341,11.276,0.5975,-0.1872,31.8808,7.3959,15.4623,2.0889,0.4383,0.1031,2016,SSNC
7,6.3151,1.3068,44.4347,11980500.0,0.0178,0.0,0.0233,258348000.0,11.5559,128.8302,158397000.0,0.0,,29.2281,1726058000.0,6.2184,4034198500.0,-17809000.0,8.1982,8.5321,2.9543,0.0248,212815000.0,76.8391,15.1011,-0.112,0.0428,0.0078,0.1927,0.1317,0.8717,0.0,0.0,-3021730000.0,1.1681,7.1498,40.1031,51.8068,0.0106,1.62,0.0342,0.248,0.0309,-0.4858,37.0063,5.3806,1.5539,8.3007,2.3675,0.0441,11.5559,2.3984,-0.0977,56.5177,5.4902,26.3658,1.2658,0.4742,0.1104,2015,SSNC
8,7.065,0.4602,40.3231,10186000.0,0.0241,0.0,0.0675,43577000.0,8.0819,36.7925,108684500.0,0.0,,20.827,1289189000.0,6.3473,2270739500.0,-18515000.0,10.6675,7.0098,3.6192,0.1017,234017000.0,50.4894,3.7193,-0.1752,0.1708,0.0272,0.1295,1.34,0.8718,0.0,0.0,-684313000.0,1.4044,1.6621,23.0007,26.8628,0.0577,1.2274,0.048,0.3382,0.0954,-0.1404,21.3143,1.9259,1.134,12.0235,1.9469,0.015,8.0819,0.6665,-0.1111,55.2173,4.6082,17.5876,1.5155,0.2735,0.0746,2014,SSNC
9,6.708,0.6288,41.1516,9448000.0,0.02,0.0,0.0596,54174000.0,7.5849,30.5241,106247000.0,0.0,,18.5227,1153605500.0,5.0423,2319114500.0,-14253000.0,7.8558,6.0071,2.9176,0.1022,194016000.0,56.9254,4.7694,-0.135,0.1654,0.0328,0.1222,1.1136,0.8796,0.0,0.0,-822440000.0,1.1948,2.3826,22.0666,23.399,0.0508,1.3244,0.054,0.3073,0.0748,-0.2289,20.5564,1.7666,1.1861,11.1233,2.0429,0.0118,7.5849,0.5353,-0.0878,66.5585,4.3888,14.8357,1.2825,0.3404,0.0756,2013,SSNC
0,6.9508,0.0313,5.4047,521637000.0,0.0203,3.4892,0.243,1555067000.0,13.9096,25.9196,652993000.0,5.4164,808008500.0,21.3361,2328149000.0,2.0761,3798079000.0,-92353000.0,52.688,1.8386,4.1741,0.1566,441657000.0,50.6937,0.4353,-0.917,0.0803,0.0386,0.2057,0.2175,0.1454,0.0,88.4105,1301981000.0,2.7212,-1.9285,18.8945,18.2016,0.096,2.4809,0.0469,1.195,0.1186,0.1382,15.6268,1.4647,1.6945,26.4773,0.8289,0.0156,13.9096,7.0795,-0.569,43.4566,27.9653,14.9233,3.2902,0.0198,0.0619,2023,LOGI
1,8.5122,0.0177,4.4097,729769500.0,0.0163,4.0372,0.4349,1651768000.0,14.3254,19.1636,643914500.0,6.6179,797120000.0,59.0643,2330263500.0,2.254,4088891500.0,-89152000.0,72.1706,2.0193,5.1503,0.2766,209166000.0,44.9901,0.2532,-0.7101,0.1176,0.0522,0.2143,0.3659,0.1318,0.0,105.836,1436255000.0,1.2491,-1.43,52.9145,14.2994,0.1576,2.1623,0.0169,1.3405,0.05,0.1163,37.1011,0.4629,1.4103,35.2269,1.1433,0.0171,14.3254,7.9351,-0.5324,124.051,32.7333,12.3038,1.7816,0.0105,0.0532,2022,LOGI
